Topics,Alpha,Beta,Coherence,Topic Diversity,Topic Quality
10,symmetric,0.9099999999999999,0.3488768732983953,0.94,0.32794426090049156
10,0.31,0.61,0.3488413669392423,0.94,0.3279108849228877
11,symmetric,0.61,0.35705308418701426,0.9181818181818182,0.32783965002625853
3,0.01,0.01,0.3277309866815816,1.0,0.3277309866815816
10,asymmetric,0.31,0.34492426575847324,0.95,0.32767805247054954
18,0.31,symmetric,0.35509093193825436,0.9222222222222223,0.32747274834305684
14,asymmetric,symmetric,0.3581416904817988,0.9142857142857143,0.3274438312976446
17,0.31,symmetric,0.35909359811429,0.9117647058823529,0.32740886886891146
10,0.31,0.31,0.3445658653959965,0.95,0.32733757212619663
10,0.01,0.61,0.34819708765496765,0.94,0.3273052623956696
16,asymmetric,0.01,0.3538199355458853,0.925,0.32728344037994395
10,asymmetric,0.01,0.33366549952546704,0.98,0.3269921895349577
15,asymmetric,0.01,0.34764196829676347,0.94,0.32678345019895766
15,symmetric,0.01,0.3500342406358919,0.9333333333333333,0.3266986245934991
4,0.9099999999999999,0.01,0.35310006574867997,0.925,0.32661756081752896
4,0.61,0.01,0.35310006574867997,0.925,0.32661756081752896
19,symmetric,0.01,0.3586474671545319,0.9105263157894737,0.3265579569354422
3,0.01,0.61,0.32649649369883255,1.0,0.32649649369883255
10,0.61,symmetric,0.3436362074584397,0.95,0.3264543970855177
11,asymmetric,0.31,0.3449911572110882,0.9454545454545454,0.326173457726847
10,0.01,0.9099999999999999,0.34659885047846745,0.94,0.32580291944975937
10,0.31,symmetric,0.3464675325501096,0.94,0.325679480597103
15,0.01,symmetric,0.346425744914389,0.94,0.3256402002195256
3,0.31,0.61,0.32556934125341397,1.0,0.32556934125341397
3,asymmetric,0.61,0.32556934125341397,1.0,0.32556934125341397
3,0.01,0.31,0.32556934125341397,1.0,0.32556934125341397
3,0.01,symmetric,0.32556934125341397,1.0,0.32556934125341397
3,0.31,0.31,0.32556934125341397,1.0,0.32556934125341397
3,symmetric,0.31,0.32556934125341397,1.0,0.32556934125341397
3,symmetric,0.61,0.32556934125341397,1.0,0.32556934125341397
3,symmetric,symmetric,0.32556934125341397,1.0,0.32556934125341397
3,asymmetric,symmetric,0.3255693412534139,1.0,0.3255693412534139
3,asymmetric,0.01,0.3255693412534139,1.0,0.3255693412534139
3,0.31,symmetric,0.3255693412534139,1.0,0.3255693412534139
3,asymmetric,0.31,0.3255693412534139,1.0,0.3255693412534139
17,asymmetric,0.31,0.3713425133327594,0.8764705882352941,0.3254707910975362
14,0.01,symmetric,0.35307574834133826,0.9214285714285714,0.3253340824002331
17,0.9099999999999999,symmetric,0.3590966525742109,0.9058823529411765,0.3252993205672264
17,0.31,0.01,0.35437762145454516,0.9176470588235294,0.3251935820406414
11,asymmetric,0.01,0.3404682809741319,0.9545454545454546,0.32499245002076227
5,asymmetric,0.9099999999999999,0.3456130668191536,0.94,0.32487628281000436
