Topics,Alpha,Beta,Coherence,Topic Diversity,Topic Quality
1,0.01,0.01,0.4885771956192154,1.0,0.4885771956192154
1,0.9099999999999999,0.31,0.4885771956192154,1.0,0.4885771956192154
1,0.01,0.31,0.4885771956192154,1.0,0.4885771956192154
1,asymmetric,symmetric,0.4885771956192154,1.0,0.4885771956192154
1,asymmetric,0.9099999999999999,0.4885771956192154,1.0,0.4885771956192154
1,asymmetric,0.61,0.4885771956192154,1.0,0.4885771956192154
1,asymmetric,0.31,0.4885771956192154,1.0,0.4885771956192154
1,asymmetric,0.01,0.4885771956192154,1.0,0.4885771956192154
1,symmetric,symmetric,0.4885771956192154,1.0,0.4885771956192154
1,symmetric,0.9099999999999999,0.4885771956192154,1.0,0.4885771956192154
1,symmetric,0.61,0.4885771956192154,1.0,0.4885771956192154
1,symmetric,0.31,0.4885771956192154,1.0,0.4885771956192154
1,0.9099999999999999,symmetric,0.4885771956192154,1.0,0.4885771956192154
1,0.9099999999999999,0.9099999999999999,0.4885771956192154,1.0,0.4885771956192154
1,0.9099999999999999,0.61,0.4885771956192154,1.0,0.4885771956192154
1,symmetric,0.01,0.4885771956192154,1.0,0.4885771956192154
1,0.9099999999999999,0.01,0.4885771956192154,1.0,0.4885771956192154
1,0.31,0.9099999999999999,0.4885771956192154,1.0,0.4885771956192154
1,0.01,0.61,0.4885771956192154,1.0,0.4885771956192154
1,0.01,0.9099999999999999,0.4885771956192154,1.0,0.4885771956192154
1,0.61,symmetric,0.4885771956192154,1.0,0.4885771956192154
1,0.31,0.01,0.4885771956192154,1.0,0.4885771956192154
1,0.31,0.31,0.4885771956192154,1.0,0.4885771956192154
1,0.31,0.61,0.4885771956192154,1.0,0.4885771956192154
1,0.01,symmetric,0.4885771956192154,1.0,0.4885771956192154
1,0.31,symmetric,0.4885771956192154,1.0,0.4885771956192154
1,0.61,0.01,0.4885771956192154,1.0,0.4885771956192154
1,0.61,0.31,0.4885771956192154,1.0,0.4885771956192154
1,0.61,0.61,0.4885771956192154,1.0,0.4885771956192154
1,0.61,0.9099999999999999,0.4885771956192154,1.0,0.4885771956192154
2,0.01,0.61,0.4527383102910585,1.0,0.4527383102910585
2,0.01,0.9099999999999999,0.4527383102910585,1.0,0.4527383102910585
2,0.31,0.9099999999999999,0.4527383102910585,1.0,0.4527383102910585
2,0.01,0.31,0.4443110461110089,1.0,0.4443110461110089
2,0.01,symmetric,0.4443110461110089,1.0,0.4443110461110089
3,0.61,0.31,0.44369075161252397,1.0,0.44369075161252397
3,0.9099999999999999,0.01,0.44369075161252397,1.0,0.44369075161252397
3,0.61,symmetric,0.44369075161252397,1.0,0.44369075161252397
3,0.61,0.61,0.4436907516125239,1.0,0.4436907516125239
3,0.9099999999999999,0.31,0.4429999160366101,1.0,0.4429999160366101
3,0.9099999999999999,symmetric,0.4429999160366101,1.0,0.4429999160366101
2,0.61,0.01,0.442373014928855,1.0,0.442373014928855
2,0.61,0.9099999999999999,0.442373014928855,1.0,0.442373014928855
2,symmetric,0.9099999999999999,0.442373014928855,1.0,0.442373014928855
2,symmetric,0.01,0.44237301492885495,1.0,0.44237301492885495
2,0.31,0.01,0.44237301492885495,1.0,0.44237301492885495
2,0.31,0.31,0.44237301492885495,1.0,0.44237301492885495
2,0.61,0.61,0.44237301492885495,1.0,0.44237301492885495
2,symmetric,symmetric,0.44237301492885495,1.0,0.44237301492885495
2,symmetric,0.61,0.44237301492885495,1.0,0.44237301492885495
2,0.61,0.31,0.44237301492885495,1.0,0.44237301492885495
2,0.9099999999999999,symmetric,0.44237301492885495,1.0,0.44237301492885495
2,0.9099999999999999,0.61,0.44237301492885495,1.0,0.44237301492885495
2,0.61,symmetric,0.44237301492885495,1.0,0.44237301492885495
2,0.9099999999999999,0.9099999999999999,0.4423730149288549,1.0,0.4423730149288549
2,0.9099999999999999,0.01,0.4423730149288549,1.0,0.4423730149288549
2,0.31,0.61,0.4423730149288549,1.0,0.4423730149288549
2,0.31,symmetric,0.4423730149288549,1.0,0.4423730149288549
2,0.9099999999999999,0.31,0.4423730149288549,1.0,0.4423730149288549
2,symmetric,0.31,0.44237301492885484,1.0,0.44237301492885484
3,0.61,0.01,0.4399881603118052,1.0,0.4399881603118052
3,0.61,0.9099999999999999,0.43929621607937636,1.0,0.43929621607937636
3,symmetric,0.9099999999999999,0.4392962160793763,1.0,0.4392962160793763
3,symmetric,0.61,0.4383487872170095,1.0,0.4383487872170095
3,0.31,0.61,0.4383487872170095,1.0,0.4383487872170095
3,0.9099999999999999,0.61,0.4380039307498431,1.0,0.4380039307498431
3,0.31,0.9099999999999999,0.435898339107377,1.0,0.435898339107377
3,symmetric,0.01,0.43487661661469795,1.0,0.43487661661469795
3,symmetric,symmetric,0.43487661661469795,1.0,0.43487661661469795
3,symmetric,0.31,0.43487661661469795,1.0,0.43487661661469795
3,0.31,0.01,0.43487661661469795,1.0,0.43487661661469795
3,0.31,symmetric,0.43487661661469795,1.0,0.43487661661469795
3,0.31,0.31,0.43487661661469795,1.0,0.43487661661469795
3,0.9099999999999999,0.9099999999999999,0.43460605377784384,1.0,0.43460605377784384
3,0.01,0.61,0.43371740097583755,1.0,0.43371740097583755
3,0.01,0.9099999999999999,0.43371740097583755,1.0,0.43371740097583755
3,asymmetric,0.01,0.4313480157056769,1.0,0.4313480157056769
3,asymmetric,0.31,0.4313480157056769,1.0,0.4313480157056769
3,asymmetric,0.9099999999999999,0.4313480157056769,1.0,0.4313480157056769
3,asymmetric,symmetric,0.4313480157056769,1.0,0.4313480157056769
3,asymmetric,0.61,0.4313480157056769,1.0,0.4313480157056769
3,0.01,symmetric,0.42959607189795435,1.0,0.42959607189795435
3,0.01,0.01,0.42959607189795435,1.0,0.42959607189795435
3,0.01,0.31,0.42959607189795435,1.0,0.42959607189795435
2,0.01,0.01,0.42868779152428077,1.0,0.42868779152428077
4,asymmetric,0.61,0.42235847588641284,1.0,0.42235847588641284
16,0.31,symmetric,0.4218111296874109,1.0,0.4218111296874109
4,asymmetric,0.31,0.42036323701713396,1.0,0.42036323701713396
17,symmetric,0.01,0.4303917551943087,0.9705882352941176,0.417733174159182
4,asymmetric,0.9099999999999999,0.4172200542292649,1.0,0.4172200542292649
17,0.01,0.9099999999999999,0.440497357986559,0.9470588235294117,0.41717690962256465
4,asymmetric,symmetric,0.41704084347051107,1.0,0.41704084347051107
17,0.01,symmetric,0.4292801182759831,0.9705882352941176,0.4166542324443365
17,0.31,0.01,0.428718825100232,0.9705882352941176,0.41610944789140164
17,symmetric,symmetric,0.42351694412012564,0.9823529411764705,0.41604311569447633
10,asymmetric,0.9099999999999999,0.4200634975694477,0.99,0.4158628625937532
4,0.01,symmetric,0.41548425004831996,1.0,0.41548425004831996
4,0.01,0.31,0.41548425004831996,1.0,0.41548425004831996
17,0.31,0.9099999999999999,0.4316760863735945,0.9588235294117647,0.4139011886993877
17,0.61,0.01,0.4212550813008547,0.9823529411764705,0.4138211681014278
12,0.01,0.01,0.41315649119998327,1.0,0.41315649119998327
12,0.31,symmetric,0.41279577563328124,1.0,0.41279577563328124
16,asymmetric,symmetric,0.4201524222107452,0.98125,0.4122745642942937
17,0.61,symmetric,0.4218799753351355,0.9764705882352941,0.41195338768019113
17,0.01,0.01,0.42437534066340976,0.9705882352941176,0.41189371299683886
17,0.9099999999999999,0.01,0.4207075542751115,0.9764705882352941,0.41080855299805
7,0.01,0.31,0.41063579584291005,1.0,0.41063579584291005
4,0.61,0.9099999999999999,0.410137123118144,1.0,0.410137123118144
17,symmetric,0.9099999999999999,0.4328011890500893,0.9470588235294117,0.4098881849239081
16,0.01,0.31,0.4200903861932022,0.975,0.4095881265383722
16,0.01,0.61,0.4227428175101957,0.96875,0.4095321044630021
16,symmetric,symmetric,0.41732423580605504,0.98125,0.4094994063846915
4,0.9099999999999999,symmetric,0.4093149232097812,1.0,0.4093149232097812
4,0.9099999999999999,0.9099999999999999,0.4093149232097812,1.0,0.4093149232097812
4,0.9099999999999999,0.61,0.4093149232097812,1.0,0.4093149232097812
4,0.9099999999999999,0.31,0.4093149232097812,1.0,0.4093149232097812
7,asymmetric,symmetric,0.4092986538508357,1.0,0.4092986538508357
6,asymmetric,0.9099999999999999,0.409100863499863,1.0,0.409100863499863
7,symmetric,symmetric,0.4090288621652416,1.0,0.4090288621652416
7,0.9099999999999999,0.01,0.408510008061255,1.0,0.408510008061255
12,symmetric,symmetric,0.4154298573177763,0.9833333333333333,0.40850602636248
17,0.01,0.31,0.4259356907054779,0.9588235294117647,0.4083971622646641
6,0.61,0.61,0.40828463552251165,1.0,0.40828463552251165
7,0.61,0.01,0.40808804467265836,1.0,0.40808804467265836
5,0.01,0.01,0.40772943058945377,1.0,0.40772943058945377
10,asymmetric,symmetric,0.4075837819066894,1.0,0.4075837819066894
17,0.31,0.31,0.4301922222196562,0.9470588235294117,0.40741733986685086
15,0.01,0.61,0.4240042853417057,0.96,0.40704411392803747
6,0.31,symmetric,0.41391735764085097,0.9833333333333333,0.40701873501350344
16,asymmetric,0.9099999999999999,0.42011144021170355,0.96875,0.4069829577050878
16,0.31,0.31,0.42552954469633875,0.95625,0.40691262711587395
17,0.31,symmetric,0.42695467269930465,0.9529411764705882,0.4068626881016903
16,0.01,symmetric,0.4171333216650849,0.975,0.4067049886234577
14,0.9099999999999999,symmetric,0.412495956093295,0.9857142857142858,0.40660315672053365
17,0.9099999999999999,0.31,0.4162981588196817,0.9764705882352941,0.40650290802392447
15,asymmetric,symmetric,0.4119263611341089,0.9866666666666667,0.4064340096523208
2,asymmetric,0.61,0.40635916029377633,1.0,0.40635916029377633
2,asymmetric,0.31,0.40635916029377633,1.0,0.40635916029377633
2,asymmetric,symmetric,0.40635916029377633,1.0,0.40635916029377633
2,asymmetric,0.01,0.40635916029377633,1.0,0.40635916029377633
2,asymmetric,0.9099999999999999,0.4063591602937763,1.0,0.4063591602937763
17,symmetric,0.31,0.42632098819975717,0.9529411764705882,0.40625882404918034
7,symmetric,0.01,0.4062585059033351,1.0,0.4062585059033351
20,asymmetric,0.31,0.4165500745343372,0.975,0.40613632267097877
6,0.31,0.31,0.4129590175036409,0.9833333333333333,0.40607636721191354
7,0.01,0.01,0.40598619670633146,1.0,0.40598619670633146
10,asymmetric,0.61,0.41008702708687084,0.99,0.40598615681600214
17,0.61,0.31,0.4285647018969443,0.9470588235294117,0.4058759823847531
15,0.01,0.9099999999999999,0.4198629407086871,0.9666666666666667,0.4058675093517309
7,0.01,symmetric,0.4057789353389957,1.0,0.4057789353389957
12,0.31,0.31,0.4057060627075458,1.0,0.4057060627075458
18,0.61,symmetric,0.41240953674202946,0.9833333333333333,0.4055360444629956
14,0.01,0.01,0.411073142512085,0.9857142857142858,0.40520066904762664
17,asymmetric,symmetric,0.4174443438878689,0.9705882352941176,0.4051665690676374
15,symmetric,0.61,0.4220170964588076,0.96,0.40513641260045524
6,0.01,0.01,0.4049971206673648,1.0,0.4049971206673648
16,asymmetric,0.31,0.4235028158770526,0.95625,0.40497456768243156
17,asymmetric,0.61,0.4248241869464703,0.9529411764705882,0.4048324605019305
19,0.31,symmetric,0.41130375321047075,0.9842105263157894,0.404809483422937
6,symmetric,0.61,0.4115375241397337,0.9833333333333333,0.4046785654040715
4,asymmetric,0.01,0.40466909152691294,1.0,0.40466909152691294
9,symmetric,0.9099999999999999,0.4046609404103726,1.0,0.4046609404103726
16,symmetric,0.31,0.42037097255989386,0.9625,0.4046070610888979
12,symmetric,0.31,0.4149610475695121,0.975,0.40458702138027425
12,0.31,0.01,0.4112933002512958,0.9833333333333333,0.40443841191377417
16,symmetric,0.61,0.4174802510859409,0.96875,0.40443399323950524
16,0.61,symmetric,0.4064113414266882,0.99375,0.40387127054277144
14,0.61,symmetric,0.40673792601963027,0.9928571428571429,0.40383265511949007
17,asymmetric,0.31,0.42114854060135576,0.9588235294117647,0.40380713010600583
16,0.9099999999999999,symmetric,0.4088871899560803,0.9875,0.40377610008162934
6,0.61,0.31,0.4106047070142671,0.9833333333333333,0.403761295230696
